1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 100 6.07925 -60 3 12.4568 -97.2093 102.737 -12.6601 132.938 -85.6732 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 100 17.4873 -60 3 23.3615 -73.4642 104.252 -100 114.569 50 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 100 99.9901 -60 3 53.9882 -60.2244 99.0796 -49.8957 178.957 -48.8938 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 100 98.6965 -60 3 30.4546 -66.9769 86.2456 -91.2261 101.703 -49.891 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200 100 98.9383 -60 3 58.8841 -49.8972 116.009 -37.6452 195.01 -48.689 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 200 100 91.9646 -60 3 62.413 -61.9868 69.3591 -49.8936 191.047 -35.6836 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 200 100 5.42251 -60 3 18.0263 -21.6109 95.8878 -83.2922 100.793 -13.0465 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 200 100 5.87708 -60 3 52.2796 -17.8922 98.6103 -93.1552 101.567 -12.4684 
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 200 100 15.6665 -60 3 36.1635 -66.5361 85.9429 -49.8944 120.815 22.6674 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 200 100 91.7691 -60 3 109.729 -31.1524 117.728 -63.5657 181.506 -32.4562 
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 200 100 99.8069 -60 3 40.231 -96.7177 81.9418 49.8026 95.6721 49.9723 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 200 100 99.7554 -60 3 31.515 40.9658 38.0944 49.969 199.341 29.74 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 200 100 99.9841 -60 3 34.5239 -64.9661 58.6766 -50.4166 195.924 6.76553 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 200 100 96.5246 -60 3 74.2224 -67.1412 77.7697 -36.7719 88.399 -49.8361 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 200 100 99.8058 -60 3 27.3476 26.6349 96.5187 -1.45625 195.766 2.53067 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 200 100 99.8012 -60 3 18.5965 31.792 65.0431 37.0524 198.184 49.4056 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 200 100 99.8272 -60 3 6.07007 41.1835 33.6597 -97.4556 82.8674 -100 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 200 100 99.7557 -60 3 3.70564 -58.7105 58.9358 -79.754 67.3151 -74.0586 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 200 100 6.22668 -60 3 76.414 -81.799 105.514 0.358962 157.191 -45.789 
